review_id,user_id,business_id,stars,useful,funny,cool,text,date
AbSXiVHrNquCbR1JvIy0ew,2bj1PF5a2UurpJ60TS9__A,osOONoA8wMF5ZpLWUS7VOw,2,1,1,0,"I recently moved in a few blocks away from Henry's and was looking forward to having a neighborhood coffee spot not far from my house. So, on a beautifully humid August morning I walked over to check it. 

1) The atmosphere is pretty standard. Open space with the coffee bar in the back left corner and ordinary tables and chairs scattered throughout. No college coffee shop couches or armchairs but no industrial airbnb chic vibe either. Lacked uniqueness. 

2) The name Henry reminds me of Thomas the tank engine. Was there a train named Henry on there or not? If so, was he chill or not. Could add one star for chill train association. 

3) The coffee was not good. I got an iced coffee (STFU) and it was super bitter. The amount of ice in it wasn't obscene so it had that going for it but other than that idk.

I'm coming back to try some hot coffee or espresso on a cooler day but damn Henry :((( not a great first impression.",2016-08-25 15:00:59
5GGfWhVGmubQLmbVbye8vw,B6G4f3UX1Z5_CpyV1xXm8Q,AgbRp5NLsP1-J1fdg6Hdcw,5,0,0,0,Awesome little shop.  The owner really knows his stuff and you can tell he loves his work.  They have tires and other parts you won't find anywhere else.,2017-05-13 17:15:09
TunQqLbhPJDpncASCgkxmA,22MQF_kXWsFHvY76DaUKSQ,jtsckI_01hlbGLpEFwJu0A,2,1,0,0,"I first found out about this adorable little salon here on yelp while looking for a place to get a manicure downtown/ CBD.  I visited on 3/8/13 and got their ""Mini Manicure""- it's only $15!  I chose an OPI polish and the nail technician did a GREAT job!  So great in fact, that today on Monday, 3/18/13- I did not have ONE CHIP!  This is amazing for polish!  My nails looked fabulous!  The technician was friendly, as were the other stylists.  I'm not sure if it was the manager or the owner that was working the front desk- but she came over as well and was super friendly and welcoming.  The salon looks amazing, trendy, and peaceful.  It has a great vibe.

I was so happy with my first appointment- that I went back today, and left disappointed.  I went to the same nail techinician- and we talked as she worked on my nails.  The person working the front desk (seemed like an owner/ manager- although different from my first visit) was SO  nice, welcoming, and talkative.  This time though I needed a gel manicure, in french- as I am in a wedding this weekend.  I explained that I was in the wedding, assuming the technician would know that this more special than just an everyday manicure  The technician stated after she started my nails, that she did not have the proper brush that she needed in order to do the manicure.  So like most places- they paint the white, and then go back later with a brush to create the crisp, perfect line.  Since she did not have the brush to do that- she used a q- tip.  So obviously the lines are not perfect or even.  Along with the lines being uneven- some are thicker than others, and the edges go up, instead of down.  My nails are not at all filed and shaped pretty either.  For $40 (+ a tip)- I really expect them to look right.  I went during my lunch hour, and it was supposed to be 30 minute appointment, but the appointment took a little bit over an hour.  I understand that french takes a little extra time- but this seemed like quite a bit extra.  I was late for work, and had to hurry out of there when she was finished and did not want to be even more late to work to stay there to make a complaint.  I wish I would have- but I also felt bad because the technician was trying so hard- but they are just not up to par.

I'm conflicted, but I don't know that I'll return.  I loved it to so much the first time, I even sent friends over there.  But after this time- I am not happy with the product.  I wish it wasn't gel- because I can't even take the polish off myself.  So I'm forced to have nails that I am unhappy with, or go to somewhere else and pay to have this taken off, and then pay to have them re done- all before a 6am flight on Wednesday morning, and it's Monday afternoon....",2013-03-18 20:32:27
XcH0DTa6rc6OBm5kNci3BA,QD0DRN_ZY5czjHjzopEZzw,tkFXSTpI-JmDgzhPU8ZsVA,5,3,0,0,"Unique  is very professional and, based on my experience, operates with the utmost of integrity.
Responsive, transparent, honest are a few words that come to mind .  There technicians were efficient, clean and pleasant. Their pricing was extremely fair. I can state all of this with the highest degree of confidence because it is based on direct experience, not conjecture or inference. The sales person I dealt with (Mike P) and manager Chris are both top notch. 
The house was left spotless, the work was performed to the highest standards. I recommend them highly.  I also encourage you to compare their prices to outfits of similar size and stature.",2018-01-09 22:21:22
gnEmBGyBs7DOtIXGmJQdKQ,XuadFePn8P6l5epbEFnfKw,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"Great oyster happy hours that go on from 5-7pm! My boyfriend and I shared a dozen oysters and a glass of champagne. Our tab was $24 with tip. Great value! I hear they have the best to-go cups in town, and we totally missed out on that. The staff were very nice and attentive. We almost felt too casual but we felt at home! I'd definitely go back :)",2015-08-19 18:35:37
3lwAyxwk0zxKI8JkINtXXQ,BlJg3Lj8wRBLs71LmAsjEQ,3yI-7C8JzbG-ZaSqAGHMAQ,4,1,0,0,What a hidden gem of a restaurant.  While everyone else go to Taco Bus and stands in long lines I'll come here to Taco Son and get just as good of food without the lines. Everything here is made from scratch and you can taste the freshness of the ingredients.  The portions are big so you get your monies worth. Oh and their breakfast burritos are killer grab you one after a long night.,2012-07-16 19:54:00
t3SWA33VyH353uoE6UAe2g,E2CuwvUZdhvrAvvNdmmN8A,eS4billU3Yd9hoVUFfZFbA,2,1,1,0,"I love Skyline Chili.  I first had this stuff in Cincinnati, and I was thrilled to when a location opened in Clearwater. 

This particular Skyline, however, is not great.  The service is generally poor, and the food comes out very slowly.   It seems like every time that I go, they are ""out"" of something, or some equipment isn't working.  Sometimes it's baked potatoes, sometimes it is french fries, sometimes it is something else.

Love the cheese coney hot dogs all the way!

I hope this location can get their act together.",2012-12-04 03:39:49
vs1f5Rpg2TwRfqvQpZJoEg,HwlZoi3J7UKTvqyVfUXr2A,URGUfDvDj32V6Ot3lQYK_g,5,0,0,0,"We hired Terra as the florist for our wedding and were very pleased with her work. We liked that she took the time to run through the venue with my husband and really tried to understand our needs and accommodate our budget. The florals for the wedding came out beautiful and we loved the draping for the ceremony and the reception. The only concern we had was that some of flowers in the bride's and the bridesmaids' bouquets started wilting during the day, but we understand that it is because the flowers were in full bloom and it could also have been due to the heat. Overall, we were happy we found Terra for our wedding!",2015-08-19 05:40:06
BYWRwOtiLsmABTG2yIHUMg,BAs-S9XcYddgiasMT0-LXw,sdFJSq-EgmtplIwUamRwTQ,5,0,0,0,"These guys are awesome! Best burger restaurant in New Orleans. Service was on point, they made sure we had our food in a timely manner and food is fresh. We flew in from Atlanta, And this is the first place we went to. And we will definitely be back before we leave. 

My friends ordered the Gator burger and the deer burger. I personally ordered the buffalo wings, which was very good. We left super happy! Btw they're drinks are very good too!",2015-12-05 03:52:02
WuyNRwsB41cf2BJQL2DbRQ,0nOrJJ4gN5BxYIyxWcJaGA,Mha77MN_BYGB-w7DONZ5YA,5,0,0,0,"Our group of 6 decided to try something different.  So,  we gave this place a shot.   Very happy with our decision. 

The wife and I shared the special,  which was a massive amount of food for the two of us.   It was a great sampling of all their food options. 

The chicken, steak and rice/beans were pretty amazing.  I could do without the egg,  but it was easy enough to push over to the side.   I'm not a fan of Yuca, but this wasn't bad.   The plantains were delicious.   I didn't try the salad... Just wasn't in the mood for it. 

All in all,  the place is a must visit if you are up for trying something new.",2016-09-30 19:29:08
w5aB9esyhoCh0cNnltqv_w,0yBBVHdbfBC14E3c3FdeJg,arpAjDjebOzjwwysIGIwAg,1,0,0,0,"I have been going to this nail salon for years off and on. I came here back when it was called Tropical Nails and Tom was the owner. Now its Grant Nails and has a different owner. When I started getting my nails done again I lucked out and found an experienced technician named Amy. I stuck with her because she did good nails. Then about 2 months ago Amy left. So I let the owner Angela do my nails. The first time was ok. Then the second time she did them the gel polish (which she talked me into getting instead of regular polish) started to chip within a day. I called and complained, she redid the polish and again within one or two days it was chipping. Now my nails look at mess. I don't trust her to correct the problem. Unfortunately, I'm going to have to find a new nail place. Very upsetting and disappointing.",2016-09-30 20:00:58
RdeS7gqrmVs5kJtazzVr3A,_cdKam8UxhoPni6YwP1LQw,J55AT36H5EeJ9ey8etGjHA,5,14,6,9,"This small little donut bakery is located in one of Hermitage's oldest shopping centers! 

I can imagine baking donuts is a hard job, let alone running the business...it's one of those jobs that starts in the wee hours of the morning so that the donuts are freshly made daily!

Yeu, the owner, serves not only your common popular donuts, but he also serves donuts with bacon on top, apple fritters, pigs in a blanket, breakfast pastries, and  kolaches....in addition to these yummy treats...he makes doughssants....they are what seems to be a scandalous marriage of a donut and a croissant...!!!!!!!! Need I say more? Yeah...you heard me. A doughssant! Worth the trip just to eat one of these! 

Prices are considerably cheap! The doughssants are only $1.99 each! The regular donuts are about $.60 each! 

These sweet donuts are my favorite treats to buy for my kid's school teachers...and they love them! 

Coffee also served here!",2014-01-17 05:36:14
b1GkT5ojVlMCM6jdwPi3wQ,JcUxoKPqBBRaMcHaQOYFlg,_v3DcLatG70adfYzWTd-CQ,5,0,0,0,Best smoothies in the whole world. And fresh bread is amazing. Very knowledgeable staff.,2018-04-04 00:31:57
S-H-Ao17MEYH9cLpvevbnQ,s03ZJhgJki5i89d93-9keQ,EQ-TZ2eeD_E0BHuvoaeG5Q,5,1,0,1,"Busy place, but we were offered extra- special coffee while we waited. No sooner than it was ready, so was our table. The server was welcoming and offered suggestions for us after we made her aware of some dietary restrictions. My daughter and I shared a salad, entree, and Special grits. Every bite was delicious, beautifully presented, and reasonably priced as downtown prices go. We like this restaurant a lot.",2016-06-11 21:41:05
77s6wkAr2F7ZQ00NYuzsvw,ftRgzVFzv6-TOCBXEOdWeQ,8uF-bhJFgT4Tn6DTb27viA,5,0,0,0,"Fantastic sliders!! Perfect size that you can try more than one!  Fried chicken slider, BLT slider, monte cristo and Cuban were all fantastic!  Now for Donuts to go!!",2016-03-30 23:31:30
vqmhsvXK9z4TTvnVDNpPDQ,ziNigH8BY9gRDvrmSsJTOw,ICqgjbOpBD9SUtE5PQC9sA,5,0,0,0,"Fun, no-frills atmosphere, right on the water, where you can watch passersby and dolphins alike, while enjoying great food and accommodating service.

Members of our dining party ranged from a picky 7 year old, to two 40 somethings and a 72 year old grandmother. Captain Bill's had menu choices for everyone in our party, and they even made some ingredient substitutions for us. 

The food arrived hot, fresh, and exactly to our specifications. Wait service and wait time were on point, and we all left the restaurant satisfied and having enjoyed the experience. We'll be back to Captain Bill's next time we visit John's pass. I hope you consider it too!",2018-02-23 23:06:03
pl5AjpEcFxFTltkBvHjsRA,YjS6MDNwGbueb5WtALIJ2A,EBn3U4mpnIRLIy2lKuilRQ,1,0,0,0,"Been to this location twice and will never go back again!!!!

First time was mediocre, the second time was so very disappointing it beggars belief. I ordered some ribs and had to send them back because one half was warm and the other half was refrigerator cold. They came back and one side was really hot and the other side was still cold, third time it was edible. The manager came over the third time to apologize, never once offered to comp anything. I'm not the kind of guy to cause a fuss to get something comped, but to send something back three times to get it cooked properly and only get an insincere apology really pisses me off, enough for me to write this review.",2012-11-06 18:54:49
FEcORupb9Fep465-KFUKcw,6AYTZLiwTHIn4gTbCl7JMA,7clCBgNbd-x2Wj96lZ6Mjw,3,0,0,0,"Love the tap room, but I can't seem to get the hours of business right.  My first visit was a kinda a let down.  I had heard that bier was the place to go for great beers in Indianapolis, but I only found 2 that I liked and only 1 was memorable.  However, bier rotates their taps weekly and does not seem to have any regular taps, I like this because it means that they are constantly challenging themselves to create a better beer.   The tap room is a lot of fun too with people constantly revolving around the taps to taste and find their favorite for the week and then relaxing and talking in the lounge area.  I only gave them 3stars this time but I look forward to improving their score after future visits.",2012-12-04 02:39:09
ARaxXz4N90ew6wG-g5HLYg,TAI2byXVLAam6uB8fao3pw,mQvRi0nm84Www71d4qOheQ,2,0,0,0,"Great food, awful service. I ordered online at 6:20, site said it would be ready at 6:40. I get there at 6:37 and i expected to wait a couple minutes but not the entire 20 minutes it takes to cook my food. They didn't even start cooking it till i got there. I leave at 7. They did nothing for the inconvenience and still made me pay full. Honestly, I'm so upset with how the whole situation was handled. Where is the customer service??",2018-02-02 00:14:00
lu5_R05VXvKpHCIH_bPolw,Q8t6yZx8N6jea41GYwlIQw,8gV3YUl8uqHnA-wZ3UZ5Dg,4,0,0,0,The food is amazing! Fried pickles and the smash fries are so good!! The customer service was horrible though.,2017-10-24 20:39:17
17HtUNovDJr3hZerXmlrMg,dXgGp-vjO_TSIvLgNz5uaw,o3RGMdSY37_PX1k1vZsXpA,5,1,0,0,"This place is a hidden gem.  It is located in a strip mall, but this restaurant is anything but a strip mall restaurant.   My husband took me here for my birthday and I was blown away with the whole experience.  It's a very modern, romantic atmosphere.  The food is excellent.  I was shocked by the Fois gras-amazing.  I had the prix fixe menu and I loved ordering 3 courses.  The short ribs were great, but I want to try something new next time.  The desserts were awesome.  I usually take caramel, but there was a caramel tart that was to die for.  Can't wait to go back!!!!",2013-11-14 01:18:47
WcCEk3Q7bgIynzgq0dgTNA,n6rI5T6klu0KCz0q2tS9Ng,c5QMFe_yhgksThaR2a6rtg,3,0,0,0,"Really good burger. I had the Bourbon Black and Bleu. It was cooked like I wanted and very tasty. 

I gave them 3 stars for the wait. We had a big party - 4 adults and 5 kids - and it took over an hour to get our food. Shouldn't have taken that long, regardless of how many people were at our table.",2014-07-28 02:02:00
O9TaIPdLrZ_VnQzwFtNv7A,OIDpKC2p61qVO_spPqw1qA,SKW1zA4nY_SPKkQPmXNHoA,5,2,4,3,"Amazing pizza. AMAZING! After my first bite, I felt like that Oprah Winfrey meme, where her head is thrown back, her mouth is agape and her arms are open wide, and she's screaming, ""You get a car!"" Except it's not Oprah, it's me. And I don't get a car -- I get a pizza. But I felt that excited.  

This is basically the pizza I have been looking for since moving to the Indianapolis area. It's a whole lot of nothing: It's not cut into square pieces. It's not crispy and thin. It's not redolent of oregano. It's thick and chewy, cheesy, greasy, wonderful -- it tastes the way pizza is supposed to taste! I have found my new pizza home.",2015-09-25 01:25:08
VCVG7lbohvbWQ_lUt714RQ,hWm_vdsBr8lxE_On2eQXqw,euu_JA0YFf63f75uaVSyng,5,1,0,0,"Finally! A good tapas place in Nashville. Friendly staff, nice open kitchen, delicious food. I can't wait to go back and try more.",2015-07-03 19:34:47
T3Rcd5y51bm_6A6_4DN79Q,8mF7MMTeVQXxIlcmgZeR0Q,SwWfW3vBn5QkDE7T3urGAg,5,0,0,0,Best Indian I have ever had! The food was fresh and delicious. Staff are very friendly and attentive and restaurant is clean and welcoming. The paleek paneer and briyani were amazing!,2015-10-17 03:02:08
clKHv1f5cIsaJVJPdKKHZg,f0fqCwb_QAJUPm-K95Mk2g,NdqATFd0JsFzEOD8Z8pa5w,5,2,0,1,"WOW!  What a fantastic place!  Food A+, Service A+++  We started with an appetizer of cheese curds served with a red pepper jelly.  LOVED IT!  I ordered the fish tacos and the wife ordered a beer brat for dinner.  We both thoroughly enjoyed what we ordered!  The portions were huge and priced just right for the portion size.  Our server was on it!  Very attentive and was very knowledgeable about the menu and made us feel very welcomed.  The manager stopped by and asked how everything was.  I let him know that I am pretty sure I have found a cool new place to hang out, have a beer and watch football.  He said they have great deals on game days and let us know about their brunch on the weekends.  Everyone said goodbye as we walked out and reminded us to grab a rootbeer candy on our way out.  I will be back!",2014-08-25 00:52:32
8w2nbjeJ1cKbBBMjDmgHpA,vnTFuHAXiEWW7Bq_iIpwBA,Z5po0aTuzKKblek5y6Sp8Q,5,0,0,0,"I can't recall the day I went but it was a memorial resturant experience.  I was greeted by an incredibly nice cashier. After a hard decision I ordered a Devils delight and the girl giggled ( of course I was confused) She explained it was Dev's Delight and named after her because it was her idea for a burger and me calling it Devils delight was a bit funny because her friends call her Devil Dev ( hard to believe such a nice girl could aquire such a nickname but cute). After she took my thorough of a medium burger, and truffle fires i didn't have to wait very long. Even before I ate the burger the smell it self had my mouth watering.  The burger was cooked to perfection and what was on the burger was amazing!  This burger was a standard beef foundation with mozzarella cheese tomato basil and a portobello mushroom, what great idea for a burger! For a mushroom lover this with a side of the delicious truffle fries is perfect. Excellent quality and service,  a bit expensive but worth every penny. No question about it I will be a return customer!",2014-09-25 17:51:26
K7W2UaUGJvpbqiqObRhQQQ,Xj4NPAq2efs4mzS4kFHGyQ,eMiN8nm70jjKg8izikVWDA,3,0,0,0,"3.5 stars.

Chickie's and Pete's is a friendly sports bar, particularly for women, and it has lots of seating for Sunday games. I appreciate the sound booth in the sky, as it means that (admittedly bad) music is played during the commercials, along with special themes for Eagles fans. And, the place seems to be smoke free.

But, I am not impressed by the famous crab fries, which are crinkled, lightly fried, and seasoned with garlic, chili pepper, and salt. Something about the congealed cheese sauce detracts from the entire experience, and I also prefer my fries to be piping hot. However, there are towers of beer available (complete with taps), which is pleasantly tacky. 

With loads of space, booming sound, cute servers, and rowdy fans, Chickie's and Pete's is a perfect place to catch a game.",2009-10-14 15:05:13
IbOd5J6jv2y9qUylovHqwA,tp8Hka1k8dVzhLwhYFVClA,0zH0l4Jbf-oove3cLvrFOg,4,0,1,0,"Food is on point.  I am deducting 1 star for the condition of the bathrooms on the Friday night I went.. Toilet didn't flush, no toilet paper or paper towels and overall gross.",2016-07-25 20:30:51
nAE4IGJMRxDfas0qYabMWw,GtqEcbHF-WTfKlms9250ZQ,7wQEzj-0yOpLiANNLuUflQ,4,1,0,0,Excellent service! Great diner food and breakfast is served all day. Came here for lunch- they were busy but very friendly and hospitable. Easy to get to off the 295.,2016-10-26 16:35:21
-7wZLHrckzyOr-fX_CiT4A,bme7nh1NwRfF4U34TXFK2Q,pSmOH4a3HNNpYM82J5ycLA,5,0,0,0,"So worth the wait! The crepes are amazing! I also loved the grits, which is rare. Tried my hubby's pancakes....awesome!",2012-08-15 16:05:01
4PHFo_GRG4FEk1q4X7xQVQ,jbsCBG0A-3wVDjrKar-0Wg,X63jIMRHYBvKKQDuJTRiQQ,5,2,0,1,"A GREAT EXPERIENCE!!!!!!!!!  I was a completely new customer.  I did not have an appointment because my other plans got rained out and my dealership was too busy to take me.  I needed a PA State & Emissions  inspection which I dread because they can be a total ripoff at some places when they add things on and I just wanted to get it over with.  I saw that this place had much better reviews on Yelp than many other shops in the area.  Keystone Discount Tire took my 2008 Pontiac Torrent in for inspection while I waited and had some free coffee.  I only had to get up once to look at some irregular outer front tire wear on my car when it was on the rack during inspection.  I always appreciate it when the technician lets me look at the problem.   It was nothing major.  Easily correctable with an alignment sometime in the future.  Bill was very friendly, knowledgable, and straightforward with his overall analysis of my car.  My car was fully inspected and stickered in less than an hour without my bill being jacked up with add-ons.   I recommend getting on their mailing list for their coupons!!!!!!!!!!",2014-10-11 13:55:05
0trQZcvI12ONojsrEOnIHQ,pr2GemKrmZ84T9bZS8D2xQ,WAPhi7JdwIvdTBgM9KsxHA,4,1,0,1,"Thank you for a lovely morning!  I was in NJ early and decided to stop in for a delicious diner breakfast.  I got a taylor ham, egg, and cheese and a short stack of blueberry pancakes (I simply couldn't decide between sweet or savory, plus leftovers are never a bad thing).  

The egg sandwich was fantastic.  I was nervous when they said they didn't have kaiser rolls so I went with a hamburger roll.  It was an excellent decision.  The roll was excellent - not just an average cheap hamburger roll.  They layered the cheese on the sandwich, which to me is a must for a true egg sandwich.  It was served with home fries, which were sauteed with large slices of peppers and onions.  I'm not the biggest breakfast potatoes fan, but these were great and I appreciated that they didn't clearly just scoop some food from a huge pile of pre-cooked home fries.

The pancakes were great and fluffy.  My one gripe was their use of smuckers pre-packaged syrup.  I realize that if they put syrup in a container, it probably wouldn't be real maple syrup, but I sort of wish I didn't know that they were giving me sub-par syrup.

The server was friendly and very attentive.  The coffee refills were constant, and the coffee was actually good (so many diners fail at coffee).  Bonus points for the server agreeing not to judge my decision to get two breakfasts.

All around, I loved this place and hope to go back soon.  Long live the Jersey diners!",2013-02-21 20:40:05
oVSmMGam9q_oh2XMNjDCcw,2vvGv46x-nHQyk8GxJ23PA,1NCUTTp6rIyXpwUDVv9qOA,5,0,0,0,"This is our go-to takeout place. It has great food and exceptionally fast service. I live at 2601 Parkway and they deliver right to the door of my condo which many delivery places don't do. Their staff is friendly, make great pizza, and generally run such a business as best you can.",2014-11-12 17:51:40
22n_UbOS_iqKKR3IrYhNGw,N1gb_Cx98QrcfA4CPrkY2w,QkyEr9j7il9lJqseTbPe5w,1,1,0,0,"I went here when if first opened, and have never desired to go back again, I was so very disappointed at the quality and the taste of the food. I would absolutely not recommend dining here.",2013-05-29 02:17:04
CdasgDuJmAJYRb50sgzQEQ,2DhNGmmyDmnZdZps49U9VQ,68ThEdiK0eWCEgGEmV9Tng,4,0,0,0,"out of ten -- ten being best

food: 7.8

lighting: 10

noise: 10

environment: 8.5

staff: 9",2016-01-30 16:34:41
5JjukJUjOScwDBcFRmUYag,NhrE1Sbr8Zb5mWmWb7j_LQ,1bJxvwuMTyXmQGu90WLPhA,5,0,0,0,"First time tonight. We enjoyed our evening with a great server, Alison. She knew we had not been here before and helped us through everything. Most of all we spent a lot of time catching up with old friends, and we never felt hurried.

The food was great, and we tried everything from steaks to meat loafs. All was prepared to our request and the meals were great.

Look forward to coming back. Hope it is just as good next time.",2017-03-15 02:23:08
AjH2OSOcGUrTf__5eRVVjw,CfPivYrFhdhm6o7a8g0RMg,BJsImYl47kF-98HWXm0Dvg,1,1,0,0,"Only giving a 1 because there is nothing lower!!! Angie
Gave me the worst haircut I've ever had!!! I came in with 2 photos of the cut I wanted came out with my hair looking NOTHING like the photos!!  Even when pointed out to her she didn't not pay attention to what she was doing.  Came out basically having a mans flattop!  Would never go to this place again!!! Nothing like going into the Holidays with a crappie haircut. Thank you!! Angie and Regis Hair salon!!",2016-11-22 00:51:45
sz6FAS903ogJy9keBfFdNw,HorseRJgeUwJTBmZD_hXDg,TSgZB6PkWFjmasewVkySjA,4,1,0,0,"Good food friendly folks
Don't come in full.
Quick and good portions
Get the tips seating outside",2018-05-29 00:15:56
EmJdOOhAdc7La5y37EBqxw,jytULgxk9gDRuZQy0AyusQ,-Fka99c-tJ-epWYNIobqyQ,4,2,0,2,"I ordered delivery online through Yelp, and the food took about 45 minutes to get to my door.
The delivery driver was friendly.
I ordered a bbq chicken pizza and it was really good. They spread the good stuff out over top of most of the crust which was awesome. I also ordered mozzarella sticks, and they were not really what I was expecting--they weren't breaded, they were deep fried. They were good, just not what I was expecting. They also gave me two free cookies with my order and I have to say they were SO good. They were a little undercooked so they were perfectly chewy and they were almost the best part of my meal (and a nice little surprise). The price was fair and I would order here again for sure, although the wait was a little long.",2016-01-18 00:09:29
FUxvrj8f5YQdAJrUzZFdSQ,7PzSDwOmU6wQd9aKX3-NRg,BJphaOPeTtqUFF5pauQEhw,5,5,0,1,"This place is game changer for the neighborhood. We got some take out tonight and the food was absolutely  delicious.  I'm really stoked they moved in and I'm newly smitted by southern Latin food.  The family who owns it also seem very sweet! 
I think this place is exactly  what the neighborhood needed!",2015-09-10 00:54:33
JKyXUO-ewDNACZQUag5sqw,UxCu8MMi3gUK-HEz0afwDQ,xvdsyHdYsEbm_Cqs0BgdEw,2,0,0,0,"The location is pretty random (at the end of a long winding road with a bunch of other hotel off of the highway with no food nearby) and the building has seen better days.  

My room featured an unclean floor, torn wallpaper, dusty bathroom vents, and water spots in the bathroom.  The hallways might remind one of ""red rum"" and the building itself is ugly showing it's age as a product of the 70s (as am I so I can judge).

The bed was comfortable and the room serviceable but it was disappointing as I have grown accustomed to a higher level of quality in my Doubletree experience throughout the country.",2013-05-07 13:00:17
